keyword,title,link,content
부동산 정책,[단독] 부동산 직거래 줄었지만 허위매물은 2년새 43% 급증,https://www.munhwa.com/news/view.html?no=2025032801070105238001,"28일 한국인터넷자율정책기구가 운영하는부동산매물 클린관리센터 통계를 살펴본 결과, 온라인에 올라온 허위매물은 지난해 2만1553건으로 2년 전인 2022년(1만5086건) 대비 42.86% 증가한 것으로 나타났다.부동산직거래가 감소세로 돌아섰음에도 사기 위험성은 커진 것이다. 국토교통부에 따르면..."
부동산 정책,"삼성 이재용·SK 곽노정, 시진핑 만났다…中 외국기업 정책 청취",https://biz.heraldcorp.com/article/10452840?ref=naver,"시 주석과 CEO들 간 회동은부동산위기와 투자·소비심리 약화, 외국인 투자 감소 와중에 도널드 트럼프 미국 행정부의 ‘관세 폭탄’에 직면한 중국이... 이어 2년 연속 중국발전포럼을 찾았다. 곽 사장은 작년 포럼에서 왕원타오 중국 상무부장을 만나 중국의 경영 환경 및정책변화 등을 논의한 바 있다."
부동산 정책,"황건일 금통위원 ""부동산이 통화정책 제약 않아야…정책공조 필요""",http://news.mt.co.kr/mtview.php?no=2025032706585827816,"황건일 한국은행 금융통화위원은 27일 ""부동산시장과 가계부채 상황이 경기 하방압력을 완화하기 위한 통화정책운용을 제약하지 않게 거시건전성 관리를 위한 긴밀한정책공조가 중요하다""고 밝혔다. 황 위원은 이날 한은이 발표한 '금융안정 상황' 보고서 주관위원 메시지에서 ""최근 서울 일부 지역의 빠른..."
부동산 정책,"우리금융, 부동산 PF시장 안정화 적극 지원",https://www.kfenews.co.kr/news/articleView.html?idxno=632912,"우리금융그룹 관계자는 ""우리금융은부동산시장의 조속한 안정을 위한 지원정책을 계속 모색하는 중""이라며 ""향후부동산PF정책에 발 맞춰 민간자율사업 재구조화 등부동산시장 안정화에 적극적으로 참여할 예정""이라고 말했다. 이외에도 2024년 한국자산관리공사가 조성한 PF 부실 우려 사업장..."
부동산 정책,"“억울한 빌라 주인들 구제”…서울시, 신통 현금청산자 140가구 분양권 받게 해줘[부동산360]",https://biz.heraldcorp.com/article/10452787?ref=naver,정비사업정책자문위원회의 열어 권리산정기준일 조정 동작구·중랑구·강북구 빌라 10개동 대상 다른 자치구들도 권리산정일 조정 신청 나설 듯 서울... 28일 서울시와 구청들에 따르면 시는 지난 19일 정비사업정책자문위원회의를 열고 동작구·중랑구·강북구 내에서 신통기획 선정 과정에서 현금청산을...
부동산 정책,"[아유경제_부동산] 서울시 ""부동산 정책 조직 개선 착수""",http://www.areyou.co.kr/news/articleView.html?idxno=88295,서울시가 이달 27일 토지거래허가구역 지정 및 해제 이후 전문성 보강을 위해부동산 정책관련 기존 조직을 전담 조직 등으로 확대 개편한다고 밝혔다. 다음은 서울시 성명 전문. 서울시는 토지거래허가구역 지정ㆍ해제와 같이 서울시민의 삶과 경제에 상당한 영향을 미칠 수 있는부동산 정책추진 시 사전...
부동산 정책,"우리금융, 부동산 PF시장 안정화 힘쓴다···저축은행업권 공동펀드 참여 검토",https://www.thereport.co.kr/news/articleView.html?idxno=61222,"우리금융 관계자는 ""부동산시장의 조속한 안정을 위한 지원정책을 계속 모색하고 있다""며 ""앞으로부동산PF정책에 발맞춰 민간자율사업 재구조화 등부동산시장 안정화에 적극적으로 참여하겠다""고 했다. 한편, 저축은행 PF대출 정리와 재구조화를 위해 추진하는 '저축은행업권 공동 펀드'에..."
부동산 정책,"'오쏘공' 집값대란에 서울시, 부동산정책 조직 손본다 … 전문성·소통↑",https://biz.newdaily.co.kr/site/data/html/2025/03/27/2025032700336.html,"뉴데일리 임정환 기자 = 토지거래허가구역(토허구역) 해제와 확대 재지정 과정에서 정책 판단 미스로 홍역을 치른 서울시가부동산정책조직을 개편한다고 27일 밝혔다. 신선종 시 대변인은 이날 성명서를 내고 ""오세훈 시장이 앞으로 토허구역 등 주요부동산정책추진 시 주택시장과 거시경제 동향을 체계적으로..."
부동산 정책,영어 조기교육보다 중요한 것은 금융‧부동산 교육[김현아의 시티라이프],https://economist.co.kr/article/view/ecn202503260021,"결국 중요한 것은 정보를 활용할 수 있는 능력, 즉부동산리터러시의 강화이다. 최근정책평가연구원이 출시한 ‘나라살림 게임’이 흥미롭다. 사용자가 기획재정부 장관이 돼 예산 편성과정책의 영향을 직접 체험하는 이 게임은, 재정 건전성 문제를 이해하고 그 중요성을 체험할 수 있게 돕는다. 만약..."
부동산 정책,"우리금융, 부동산 PF 시장 안정화 대응방안 추진",https://www.ceoscoredaily.com/page/view/2025032815205492562,우리금융 관계자는 “부동산시장의 조속한 안정을 위한 지원정책을 계속 모색하는 중”이라며 “향후부동산PF정책에 발맞춰 민간자율사업 재구조화 등부동산시장 안정화에 적극적으로 참여할 예정”이라고 말했다. 한편 우리금융은 저축은행 PF대출 정리 및 재구조화를 위해 추진하는...
부동산 정책,"[올댓차이나] 홍콩 증시, 美 관세정책·이익매물에 반락 마감…H주 0.82%↓",https://www.newsis.com/view/NISX20250328_0003118229,"홍콩 증시는 28일 미국 관세정책에 대한 우려와 이익확정 매물 출회로 3거래일 만에 반락 마감했다. 항셍지수는 이날 전일 대비 152.20 포인트... 18%, 복합기업주 청쿵 허치슨(CK),부동산주 헨더슨랜드 1.10%, 카오룽창 치업 0.94% 내렸다. 반면 실적 호조의 한썬제약은 6.55% 치솟고 의약품주..."
부동산 정책,"부동산경제포럼 ""2025 부동산 정책과 전망"" 오는 4일(금) 개최",https://www.apnews.kr/news/articleView.html?idxno=3032956,"다가오는 2025년 4월 4일(금) 오후 3시, 경상남도 사천시에서 부동산 분야의 주요 이슈와 향후 전망을 다루는 '2025부동산 정책과 전망' 강연회가 개최된다. 이번 강연회는 더갤러리하우스(주),법무법인해송, 동현회계법인, 주연도시미학이 주관하고, 인앤월드(주), (주)로뎀, 민우건축사사무소가 후원사로 참여해..."
부동산 정책,"우리금융그룹, 부동산 PF 시장 안정화 위한 대응방안 추진 선언",https://www.greened.kr/news/articleView.html?idxno=324938,"우리금융그룹 관계자는 ""우리금융은부동산시장의 조속한 안정을 위한 지원정책을 계속 모색하는 중""이라며 ""향후부동산PF정책에 발맞춰 민간자율사업 재구조화 등부동산시장 안정화에 적극적으로 참여할 예정""이라고 밝혔다. 이밖에도 우리금융그룹은 2024년 한국자산관리공사가 조성한 PF 부실..."
부동산 정책,[기고] 역사와 경험에 담긴 부동산 정책 성공 비법,https://www.meconomynews.com/news/articleView.html?idxno=110200,"통제와 억압으로는 부동산 문제 해결 어려워 여론 흐름만 따라서는 정치꾼에 불과할 뿐 [시장경제=권혁철 자유시장연구소 소장] 권혁철 자유시장연구소 소장 정부와 서울시의 최근의부동산 정책행보에 관해 논란이 한창이다. 국토교통부와 서울시는 2월 잠실, 삼성, 대치, 청담동 지역의 토지거래허가구역..."
부동산 정책,"한동훈, 오세훈 겨냥 ""우왕좌왕 부동산 정책은 국민 불안하게 해""",https://www.newsis.com/view/NISX20250320_0003106203,"스스로 뒤집은 것처럼, 우왕좌왕하는부동산 정책은 국민의 삶을 불안하게 한다""고 적었다. 이어 ""29번의 줄탄핵 못지 않게 국민의 삶에는 문재인 정부 28번의부동산정책이 위협적이었다는 사실을 기억해야 한다""며 ""서울시는 국민들의 고통과 혼란이 더 커지지 않도록 제대로 수습해 주길 바란다""고 했다．"
부동산 정책,한투證 “밸류업 정책 추진에 은행채·여전채 발행 수요 둔화 전망”,http://www.edaily.co.kr/news/newspath.asp?newsid=03614566642107912,우선 은행권은 위험가중자산 관리모드와 밸류업정책강화로 인해 은행채 발행 수요가 적을 것으로 내다봤다. 김 연구위원은 “4대 은행지주가 밸류업... 그는 “여전사 경영환경 측면에서도 카드사는 연체율이 상승하고 있고 캐피탈사는부동산프로젝트파이낸싱(PF) 정리작업이 아직 진행 중인 점도 여전업계...
부동산 정책,부동산 대출 작년 2681조… 가계 비중이 절반,https://www.donga.com/news/Economy/article/all/20250327/131298341/2,"특히 가계대출에서 서민, 신혼부부 등을 위한 주담대 상품인정책금융 비중이 2020년 말 17.0%에서 지난해 말 23.7%로 급증했다. 한은은 “주담대를 중심으로 가계부동산대출이 꾸준히 증가하는 등 일부 부문에서는 잠재 리스크 누적이 여전히 진행되고 있다”며 “부동산금융이 과도하게 확대되면..."
부동산 정책,"[전남소식]부동산원, 광주·전남 시장동향 간담회 등",https://www.newsis.com/view/NISX20250326_0003114793,"특히부동산시장에서 가장 공신력 있는 데이터를 제공하는 한국부동산원과 협력해 데이터 기반 시장분석과 정확한 시세 산정을 위한 구체적인 방안을 마련하는데 중점을 뒀다. ◇전남도, 생활공감정책참여단 104명 위촉 전남도가 26일 국립 목포대 남악캠퍼스에서 제10기 전남도 생활공감정책참여단..."
부동산 정책,부동산 둘러싼 혼란한 청기백기 게임 [기자수첩],https://news.mtn.co.kr/news-detail/2025032715072935780,"그러면서도 토허제 해제 당시에는 가격 급등기가 아니었고, 정상적인 거래를 활성화하고 매수·매도자 간 자유로운 거래를 촉진하기 위한 결정이었다고 말했는데요.정부와 서울시의 오락가락정책에부동산시장도 혼란이 불가피했습니다. 시행일(24일) 전까지 팔기 위해 시세보다 수억을 낮춘 급매물이..."
부동산 정책,"""손댈 때마다 문제"" 이재명도 절레절레…폭탄 된 부동산",https://www.hankyung.com/article/2025032574077,"◇부동산 정책, 내놓으면 지지율 하락? 리얼미터의 3월 2주차 여론조사에 따르면 조기 대선을 전제로 한 가상 양자 대결에서 오 시장은 25.6%를, 이재명 더불어민주당 대표는 51.8%를 기록했다. 한 달 전보다 오 시장은 3.4%포인트 내리고, 이 대표는 5.2%포인트 올랐다. 두 사람 간 격차는 17.6%포인트에서 26.6..."
임대차법,"""부작용에 시장 혼선""…임대차 2법 손질 나선 정부[주간 부동산 키워드]",https://www.newsis.com/view/NISX20250328_0003116963,"그러나법시행 이후 매물 감소와 전셋값 상승, 이중 가격 등의 문제가 불거졌다. 보고서에 따르면 서울 아파트 전셋값은임대차2법 도입 전에는 1년간 3.86% 올랐지만, 도입 후에는 1년 6개월간 8.13% 상승한 것으로 나타났다. 특히 신규 계약 시 4년치(2+2년) 임대료 인상분을 한꺼번에 받으려는 집주인들이..."
임대차법,"'2+2년' 대신 '2+1+1년'?…정부, 임대차2법 개편 논의 본격화",https://www.yna.co.kr/view/AKR20250326138000003?input=1195m,"임대차제도 개편 첫 토론회 열려…전문가 ""계약갱신권, 세입자에 오히려 불리"" 전문가 ""임대료 상승률 높아질수록 갱신권 사용 비율 하락"" 정부가임대차2법(계약갱신청구권·전월세상한제) 개편을 위한 공론화에 나선 가운데 국책 연구기관 연구자들이 계약갱신청구권이 도입 취지와 달리 세입자에게 오히려..."
임대차법,전세 10년 보장하자는 野…임대차2법 개편 '안갯속',https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202503260284&t=NNv,"<앵커> 정부의 제도 개선 취지는 알겠는데,임대차제도는 이미 정치권의 뜨거운 이슈입니다.법개정이 필요한 사항인데, 당장 국회 다수당인 민주당이 동의하겠습니까? <기자> 더불어민주당은 정부의임대차2법 개정 움직임에 반발하고 있습니다. 진성준 민주당 정책위의장은 ""안착 단계에 들어간임대차..."
임대차법,전세시장 또 흔드나…국토부 ‘임대차 2법’ 공론화 논란,https://www.hani.co.kr/arti/economy/property/1188674.html,"정부가 현행임대차2법(계약갱신청구권·전·월세 상한제) 제도 개편을 위한 공론화에 나섰다. 시행착오를 거쳐 제도가 안착하는 가운데, 다시 제도 개편 시도에 나서는 셈이라 논란이 예상된다. 국토교통부는 오는 26일 세종 국토연구원에서 ‘임대차제도개선 토론회’가 열린다고 24일 밝혔다. 국토부가..."
임대차법,“전셋값 또 오를까 불안해요”…임대차 2법 개선 추진에 세입자들 ‘한숨’,https://www.mk.co.kr/article/11274861,임대차2법(계약갱신청구권·전월세상한제) 시행 5년을 맞아 정부가 제도 개편을 위한 움직임에 나섰다. 시장의 눈길이 쏠리는 가운데 임차인들 사이에서 전셋값 폭등이 재현될 수 있다는 우려가 커지고 있다. 27일 아파트·주택 업계에 따르면 지난 26일 오후 세종 국토연구원 강당에서는 국토교통부가임대차...
임대차법,"“전·월세 상한선 상향, 임대차 2법 보완 필요”",https://www.kmib.co.kr/article/view.asp?arcid=1742978476&code=11151500&cp=nv,다만법개정에 대한 신중론도 제기됐다. 토론회 패널로 나선 문윤상 한국개발연구원(KDI) 연구위원은 “임대차보호법은 초기 시장에 혼란을 줬지만 지난해 시장이 안정세를 보인 만큼 장기적 효과도 살펴야 한다”고 말했다. 이날 토론회는 도입 5년을 맞은임대차2법의 공과를 점검하고 제도 개선 방향을...
임대차법,"임대차 2법, 시행 5년 만에 수술대 오르나",https://biz.sbs.co.kr/article_hub/20000224589?division=NAVER,임대차2법(계약갱신청구권·전월세상한제) 시행 5년이 다가오는 가운데 정부가 제도 개편을 위한 공론화 작업을 시작합니다. 국토교통부는 26일 세종시 국토연구원에서 '임대차제도개선 토론회'를 개최한다고 25일 밝혔습니다. 국토부가 후원하고 국토연이 주최하는 토론회로 정부가임대차2법 개편 논의를...
임대차법,"'임대차2법' 폐지보단 유지…전문가 ""제도 유연성"" 한목소리",http://news.bizwatch.co.kr/article/real_estate/2025/03/27/0007,"2020년 7월 도입 후 5년차를 맞은 '임대차2법(계약갱신청구권 및 전월세 상한제)'에 대한 개선 움직임이 본격화했다. 전문가들은 당초 윤석열 대통령 대선... 통해 최대한 많은 의견을 청취하는 한편법개정이 필요한 만큼 정책방향 결정에서부터 입법 가능성을 염두에 두고 국회와 소통할 것""이라고 덧붙였다."
임대차법,"임대차2법 개편 논의…""5% 상한율 조정 등 유연성 강화해야""",http://www.yonhapnewstv.co.kr/MYH20250328060859762,"세입자 보호를 내세웠던임대차2법, 시행 5년차를 맞으며 개편 논의가 본격화되고 있습니다. 정부가 주최한 첫 토론회에서는 5% 상한율 조정 등 유연성 강화를 중심으로 개선 방향이 제시됐습니다. 김수강 기자입니다. [기자] 세입자의 주거 안정을 위해 도입된임대차2법. 2년 계약 후 한 차례 연장으로 최대..."
임대차법,"서천호, 수산업법 일부개정안 대표발의",https://www.gnnews.co.kr/news/articleView.html?idxno=607291,국민의힘 서천호(사천·남해·하동) 의원은 26일 업종별 수산업협동조합(이하 '업종별수협')이 소유하고 있는 어업권을 해당 조합원에게 행사하더라도임대차로 보지 않도록 예외를 인정하는 '수산업법' 일부개정안을 대표발의 했다고 밝혔다. 현행법은 어업권에 대해임대차의 목적으로 할 수 없도록 규정하고...
임대차법,[단독]서민 위한다던 임대차법… 시행뒤 가격변동성 3배↑,https://www.munhwa.com/news/view.html?no=2025032701071905238001,제정된 ‘임대차2법(계약갱신청구권·전월세상한제)’이 당초 의도와 달리 가격 변동성을 3배 키우는 부작용을 낳았다는 연구결과가 나왔다. 변동성... 27일 한국조세재정연구원이 발표한 ‘주택임대차보호법 개정이 주택시장에 미친 영향’에 따르면임대차2법에 따른 전월세 가격 변동성을 산출한 결과 약...
임대차법,임대차법 5년… “인상률 상한 손질 필요”,https://www.donga.com/news/Economy/article/all/20250327/131291610/2,"정부는 공론화 이후 정부안을 내놓을 방침인데,법개정이 필요해 정치 상황이 변수가 될 것으로 전망된다. 국토교통부는 26일 세종 국토연구원 사옥에서 ‘임대차제도 개선을 위한 전문가 토론회’를 열었다.임대차2법 제도 개선에 나선 건 제도 도입 후 전세 매물이 줄고 갱신 계약과 신규 계약 간 이중..."
임대차법,"이재명 ""'전세 10년' 임대차법 바람직하지 않아…당 입장도 아냐""",https://www.newsis.com/view/NISX20250317_0003101200,"이재명 더불어민주당 대표는 17일 임차인 거주기간을 최장 10년 보장하는 주택임대차보호법 개정안과 관련해 ""개인적으로 바람직하지 않다는 의견을 갖고 있다""고 말했다. 이 대표는 이날 오전 페이스북을 통해 ""전세 계약을 10년 보장하는임대차법개정의 경우 논의를 거친 당 공식 입장이 아니다""라고 말했다...."
임대차법,"임대차2법 개편 논의, 임대료 상한 10% 확대 방안 제시",https://www.jemin.com/news/articleView.html?idxno=792617,"사진출처: 연합뉴스 정부가임대차2법 개편을 위한 공론화 작업에 들어갔다. 5년 차 도입된 제도 폐지 시 예상되는 시장 혼란을 고려해 기존 제도의 '손질'에 방점을 두고 있다. 국토교통부는 26일 세종시에서 '임대차제도개선 토론회'를 주관하며, 국책 연구기관인..."
임대차법,'꼼수 임대차'로 아이파크몰 부당지원한 HDC…공정위 제재 절차 착수,https://www.hankyung.com/article/202503269213i,공정거래위원회가 ‘허위임대차’ 계약으로 부동산 계열사를 부당지원한 HDC그룹에 대해 제재 절차에 착수했다. 25일 관련업계에 따르면 공정위는 HDC가 부동산 개발 계열사 HDC아이파크몰을 부당 지원했다고 보고 최근 두 회사에 제재 의견을 담은 심사보고서를 발송했다. 심사보고서는법위반 사실이...
임대차법,버린 파지 맞춰보니…‘이중·삼중분양’에 ‘임대차 사기’까지? [취재후/빌라왕]②,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8209896&ref=A,"■ 다 지은 건물에서도 '임대차사기'...보증금 못 받고 발만 동동 이중 분양과 분양사기는 모두 '선분양', 즉 건물을 짓기 전 분양 계약서를 쓴 후 공사를... B 씨/'임대차사기' 피해자 : ""빌라 입주자들이 거의 20~30대니까 부동산 계약을 잘 모르는 분들이 많고 또 대응하려면 다 돈인 거예요. 돈을 날려서 돈을..."
임대차법,"“전세인상률 상한제 유연 적용을”…정부, 임대차 2법 손질 나서나",https://www.donga.com/news/Economy/article/all/20250326/131288698/1,"정부는 공론화 이후 정부안을 내놓을 방침인데,법개정이 필요해 정치 상황이 변수가 될 것으로 전망된다. 국토교통부는 26일 세종 국토연구원 사옥에서 ‘임대차제도개선을 위한 전문가 토론회’를 열었다.임대차2법 제도 개선에 나선 건 제도 도입 후 전세 매물이 줄고 갱신 계약과 신규 계약 간 이중..."
임대차법,"이재명 “전세 10년 보장 임대차법, 黨 공식입장 아니다”",https://www.donga.com/news/Politics/article/all/20250318/131226211/2,더불어민주당 이재명 대표가 17일 전세 계약을 10년 보장하는 내용의 주택임대차보호법(임대차법) 개정을 추진하려는 당내 움직임에 대해 “개인적으로 바람직하지 않다는 의견”이라고 선을 그었다. 이 대표가 의장을 맡은 민주당 민생연석회의는 최근 20대 정책 의제를 발표하면서 임차인의 전세 계약을 최대...
임대차법,[굿모닝경제] 임대차 2+1+1로? / 1월 출생아증가율 최고 / 산불성금 160억,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5102873,"정부가임대차2법 개편 논의를 위한 첫 토론회를 열었습니다. 국책 연구기관 연구자들은 계약갱신청구권이 도입 취지와 달리 세입자에게 오히려 불리하게 작용하는 측면이 있다고 지적했습니다. 이에 따라 계약 기간을 '2+1+1년'으로 쪼개고, 임대료 인상 상한을 5%에서 10%로 올리는 방안 등이..."
임대차법,"정철원 전남 담양군수 후보, 이재종 '농지법 위반' 의혹 제기",https://www.polinews.co.kr/news/articleView.html?idxno=687308,"정 후보는 ""만약 이 후보가 실경작을 하지 않았다면 농지은행에 위탁하거나 농지은행을 통해임대차를 해야 한다""며 ""이에 대한 증빙도 함께 제출할 필요가 있다. 이러한 과정을 거치지 않았다면 농지법 위반에 해당된다""고 주장했다. 끝으로 ""공직후보는 누구보다도 높은 도덕적 기준을 요구받고 있다""며..."
임대차법,“업종별수협 소유 어업권 임대차 예외 추진”,http://www.knnews.co.kr/news/articleView.php?idxno=1456662,업종별 수산업협동조합(이하 ‘업종별수협’)이 소유하고 있는 어업권을 해당 조합원에게 행사하더라도임대차로 보지 않도록 예외를 인정하는 법안이 추진된다. 국민의힘 서천호(사천·남해·하동·사진) 의원은 25일 이같은 내용의 ‘수산업법’ 일부개정안을 대표발의했다. 현행법은 어업권에 대해임대차를 할...
임대차법,"""임대차계약 정산주기도 2배""…홈플러스, 미정산 리스크 키웠다",https://www.news1.kr/industry/distribution/5726272,"공정거래위원회는 홈플러스발 사태로 지적된 정산주기, 입점업체 계약 관련 불공정 거래 등을 들여다본다는 입장으로,임대차거래 정산주기도 검토 대상에 오를 전망이다. 23일 업계에 따르면 홈플러스의 경우임대차거래 정산일은 익월말로, 당월 판매 대금을 다음 달 말 정산하는 시스템이다. 미정산 시 두..."
임대차법,"[기고] 임대차 2법, 완전 페지가 답이다",https://www.meconomynews.com/news/articleView.html?idxno=110015,"이에 정부는 오는 26일 세종 국토연구원에서 '임대차제도 개선 토론회'를 개최하고법개편을 위한 공론화 작업을 본격적으로 시작한다. 토론회에서는 ▲임대료 인상 상한을 5%에서 10%로 조정하는 방안, ▲저가 주택에만법적용을 제한하는 방안, ▲계약갱신청구권과 임대료 상한제 적용 여부를 계약 당사자가..."
임대차법,"""이재명, 여론 나빠지니 발 빼""…與, '전세 10년 보장법' 맹폭",https://www.hankyung.com/article/2025031807867,"윤 원장은 ""5년 전 민주당의임대차법은 계약 기간을 2년에서 4년으로 늘리는 것이었다. 시장 평균이 3년이었으니 사실상 겨우 1년 늘리는 것이었는데도... 민생을 위한 논의 주제일 뿐, 추진하기로 한 과제가 아니라는 점을 분명히 밝힌다""며 ""특히 전세 계약을 10년 보장하는임대차법개정의 경우 논의를 거친..."
임대차법,세상에 없는 국가와 임대차 계약을…볼리비아 원주민 '당혹',https://www.hankyung.com/article/2025032429497,남미 볼리비아에서 원주민 부족들이 존재하지 않는 국가와 토지임대차계약을 체결하는 사건이 발생했다. 23일(현지시간) 볼리비아원주민연합(CIDOB)... 5배에 이르는 3900㎢ 규모 토지를 1000년간 사용할 수 있는 내용의임대차계약을 체결했다. 지상·지하에서 접근 가능한 자원에 대한 모든 권리를 넘기고...
임대차법,'전세 10년' 보장한다고?…전셋값 또 치솟을라 '불안' [이슈+],https://www.hankyung.com/article/2025031452606,"'임대차2법'(계약갱신청구권, 전·월세상한제)이 부동산임대차시장에 재차 파문을 일으키고 있다. 정부가 주택임대차보호법 완화를 추진하는 반면... 한 업계 관계자는 ""다수당인 더불어민주당과 정부가 대립을 거듭하면서 시장 불안만 키우고 있다""며 ""4년 동안 시장에 안착한 제도를법개정 가능성도 낮은..."
임대차법,"""임대차 2법 완화하자""는 정부…민주당은 ""전세 10년 보장""",http://news.mt.co.kr/mtview.php?no=2025031710520646358,"'임대차2법(계약갱신청구권, 전·월세상한제)'이 부동산 전세 시장의 뜨거운 감자다. 정부는 전세 재계약시 인상률 상한선을 기존 5%에서 10%로 올리는... 국토교통부는 최근 국토연구원의 '주택임대차제도개선 방안 연구' 최종 보고서를 공개했다. '2+2년' 계약 갱신 보장과 5%의 전월세 상한 요율을 10%로..."
임대차법,"[서미숙의 집수다] 임대차 2법, 시행 5년 만에 수술대 오르나…폐지보단 손질?",https://www.yna.co.kr/view/AKR20250313152000003?input=1195m,"다만 정부가 첫 단추를 끼우더라도 앞으로 개선안의 방향과법개정 전망은 불투명하다.임대차2법을 만든 더불어민주당이 다수당이고, 현재 민주당 일부 의원들은 전세 기간과 갱신권 사용 기간을 '3+3년' 또는 '2+2+2년'으로 강화하는 법안 발의를 검토 중이다. 탄핵 정국에 따른 조기 대선 여부는 향후 개정안의..."
